UID,iso2,iso3,code3,confirmed_us,confirmed_death_us
84031093,US,USA,840,552,11
84031095,US,USA,840,666,1
84031097,US,USA,840,642,9
84031099,US,USA,840,690,5
84031101,US,USA,840,720,10
84031103,US,USA,840,53,0
84031105,US,USA,840,414,7
84031107,US,USA,840,886,12
84031109,US,USA,840,31311,168
84031111,US,USA,840,3823,57
84031113,US,USA,840,82,0
84031115,US,USA,840,42,0
84031119,US,USA,840,4289,42
84031117,US,USA,840,29,1
84031121,US,USA,840,764,15
84031123,US,USA,840,510,15
84031125,US,USA,840,413,10
84031127,US,USA,840,686,15
84031129,US,USA,840,431,11
84031131,US,USA,840,1461,10
84080031,US,USA,840,0,0
84031133,US,USA,840,233,1
84031135,US,USA,840,293,11
84031137,US,USA,840,1000,10
84031139,US,USA,840,641,20
84031141,US,USA,840,4139,49
84031143,US,USA,840,585,9
84031145,US,USA,840,1211,15
84031147,US,USA,840,727,19
84031149,US,USA,840,102,2
84031151,US,USA,840,2038,2
84031153,US,USA,840,22710,129
84031155,US,USA,840,2529,16
84031157,US,USA,840,4152,92
84031159,US,USA,840,1741,31
84031161,US,USA,840,517,19
84031163,US,USA,840,201,4
84031165,US,USA,840,39,0
84031167,US,USA,840,373,9
84031169,US,USA,840,496,4
84031171,US,USA,840,53,1
84031173,US,USA,840,841,12
84090031,US,USA,840,1914,8
84031175,US,USA,840,328,2
84031177,US,USA,840,2192,24
84031179,US,USA,840,1087,7
84031181,US,USA,840,383,7
84031183,US,USA,840,39,0
84031185,US,USA,840,1753,11
84032510,US,USA,840,6482,123
84032001,US,USA,840,2053,49
84032003,US,USA,840,247186,4342
84032005,US,USA,840,2849,35
84032007,US,USA,840,4865,56
84032009,US,USA,840,38,0
84032011,US,USA,840,54,0
84032013,US,USA,840,1178,14
84032015,US,USA,840,451,9
84032017,US,USA,840,361,3
84032019,US,USA,840,3191,65
84032021,US,USA,840,308,7
84032023,US,USA,840,2935,106
84080032,US,USA,840,0,0
84032027,US,USA,840,954,20
84032029,US,USA,840,109,3
84090032,US,USA,840,0,0
84032031,US,USA,840,45624,671
84032033,US,USA,840,612,6
84033001,US,USA,840,4009,99
84033003,US,USA,840,2389,10
84033005,US,USA,840,3673,33
84033007,US,USA,840,1938,41
84033009,US,USA,840,3895,26
84033011,US,USA,840,35425,627
84033013,US,USA,840,9407,113
84080033,US,USA,840,0,0
84033015,US,USA,840,23787,254
84033017,US,USA,840,9650,84
84033019,US,USA,840,1729,25
84090033,US,USA,840,1031,6
84034001,US,USA,840,31284,672
84034003,US,USA,840,103408,2846
84034005,US,USA,840,44081,842
84034007,US,USA,840,54724,1285
84034009,US,USA,840,9067,202
84034011,US,USA,840,16850,430
84034013,US,USA,840,93453,2933
84034015,US,USA,840,30158,621
84034017,US,USA,840,87632,2240
84034019,US,USA,840,9661,174
84034021,US,USA,840,33600,937
84034023,US,USA,840,91462,2322
84034025,US,USA,840,74943,1608
84034027,US,USA,840,49711,1218
84034029,US,USA,840,75264,2132
84080034,US,USA,840,0,0
84034031,US,USA,840,72212,1886
84034033,US,USA,840,5995,184
84034035,US,USA,840,29782,835
84034037,US,USA,840,13798,298
84090034,US,USA,840,828,0
84034039,US,USA,840,70874,1941
84034041,US,USA,840,9820,235
84035001,US,USA,840,57638,937
84035003,US,USA,840,93,5
84035005,US,USA,840,8959,171
84035006,US,USA,840,2873,112
84035007,US,USA,840,760,47
84035009,US,USA,840,5183,79
84035011,US,USA,840,155,1
84035013,US,USA,840,24726,454
84035015,US,USA,840,6836,129
84035017,US,USA,840,1707,37
84035019,US,USA,840,403,9
84035021,US,USA,840,10,0
84035023,US,USA,840,361,9
84035025,US,USA,840,8285,168
84035027,US,USA,840,1697,19
84035028,US,USA,840,525,6
84035029,US,USA,840,3331,86
84035031,US,USA,840,12276,467
84035033,US,USA,840,170,6
84035035,US,USA,840,3898,75
84080035,US,USA,840,0,0
84035037,US,USA,840,495,8
84035039,US,USA,840,3604,76
84035041,US,USA,840,1954,56
84035045,US,USA,840,14973,470
84035047,US,USA,840,1352,17
84035043,US,USA,840,11962,231
84035049,US,USA,840,10240,144
84035051,US,USA,840,760,50
84035053,US,USA,840,1313,56
84035055,US,USA,840,1667,52
84035057,US,USA,840,751,13
84090035,US,USA,840,4115,0
84035059,US,USA,840,248,9
84035061,US,USA,840,6717,109
84036001,US,USA,840,24349,350
84036003,US,USA,840,3386,84
84036005,US,USA,840,180697,6514
84036007,US,USA,840,18258,356
84036009,US,USA,840,5526,87
84036011,US,USA,840,6155,92
84036013,US,USA,840,8749,140
84036015,US,USA,840,7486,135
84036017,US,USA,840,3376,76
84036019,US,USA,840,4769,33
84036021,US,USA,840,3974,101
84036023,US,USA,840,3710,60
84036025,US,USA,840,2301,37
84036027,US,USA,840,29064,442
84036029,US,USA,840,87877,1773
84036031,US,USA,840,1570,26
84036033,US,USA,840,2510,12
84036035,US,USA,840,4311,91
84036037,US,USA,840,5319,123
84036039,US,USA,840,3334,75
84036041,US,USA,840,305,2
84036043,US,USA,840,5077,107
84036045,US,USA,840,5847,66
84036047,US,USA,840,276228,10275
84036049,US,USA,840,2655,34
84036051,US,USA,840,4307,58
84036053,US,USA,840,4440,88
84036055,US,USA,840,65936,1063
84036057,US,USA,840,4178,122
84036059,US,USA,840,181804,3159
84036061,US,USA,840,136399,4432
84036063,US,USA,840,19556,356
84036065,US,USA,840,22143,505
84036067,US,USA,840,37769,670
84036069,US,USA,840,7267,92
84036071,US,USA,840,47706,810
84036073,US,USA,840,3031,83
84036075,US,USA,840,7381,90
84036077,US,USA,840,3376,47
84080036,US,USA,840,0,234
84036079,US,USA,840,10521,91
84036081,US,USA,840,273237,9808
84036083,US,USA,840,11049,140
84036085,US,USA,840,73733,1800
84036087,US,USA,840,46564,955
84036091,US,USA,840,15014,166
84036093,US,USA,840,12924,197
84036095,US,USA,840,1648,16
84036097,US,USA,840,1026,14
84036099,US,USA,840,1971,56
84036089,US,USA,840,6453,96
84036101,US,USA,840,6710,143
84036103,US,USA,840,198906,3374
84036105,US,USA,840,6517,72
84036107,US,USA,840,3651,61
84036109,US,USA,840,4214,51
84036111,US,USA,840,13705,251
84090036,US,USA,840,132,58
84036113,US,USA,840,3563,57
84036115,US,USA,840,3055,55
84036117,US,USA,840,5602,67
84036119,US,USA,840,128584,2264
84036121,US,USA,840,3470,52
84036123,US,USA,840,1164,26
84037001,US,USA,840,18056,276
84037003,US,USA,840,4387,84
84037005,US,USA,840,1047,5
84037007,US,USA,840,2578,55
84037009,US,USA,840,2121,41
84037011,US,USA,840,2123,20
84037013,US,USA,840,4594,95
84037015,US,USA,840,1761,43
84037017,US,USA,840,3261,42
84037019,US,USA,840,9125,152
84037021,US,USA,840,17679,315
84037023,US,USA,840,9976,153
84037025,US,USA,840,21853,256
84037027,US,USA,840,9327,104
84037029,US,USA,840,663,5
84037031,US,USA,840,5125,54
84037033,US,USA,840,2171,27
84037035,US,USA,840,19390,303
84037037,US,USA,840,4645,88
84037039,US,USA,840,2567,34
84037041,US,USA,840,1460,23
84037043,US,USA,840,767,18
84037045,US,USA,840,11451,224
84037047,US,USA,840,6320,151
84037049,US,USA,840,9283,124
84037051,US,USA,840,28680,302
84037053,US,USA,840,1545,16
84037055,US,USA,840,2114,10
84037057,US,USA,840,16519,185
84037059,US,USA,840,4067,37
84037061,US,USA,840,6266,133
84037063,US,USA,840,25185,220
84037065,US,USA,840,5569,111
84037067,US,USA,840,35738,375
84037069,US,USA,840,6849,49
84037071,US,USA,840,26501,426
84037073,US,USA,840,735,13
84037075,US,USA,840,589,12
84037077,US,USA,840,5937,82
84037079,US,USA,840,2327,44
84037081,US,USA,840,47192,701
84037083,US,USA,840,5576,111
84037085,US,USA,840,11572,170
84037087,US,USA,840,4368,96
84037089,US,USA,840,10163,159
84037091,US,USA,840,2098,63
84037093,US,USA,840,4665,55
84037095,US,USA,840,669,9
84037097,US,USA,840,18728,208
84037099,US,USA,840,3599,56
84037101,US,USA,840,21512,220
84037103,US,USA,840,842,26
84037105,US,USA,840,5994,78
84037107,US,USA,840,5981,114
84037109,US,USA,840,10043,85
84037113,US,USA,840,3145,38
84037115,US,USA,840,1570,41
84037117,US,USA,840,2243,40
84037111,US,USA,840,5215,63
84037119,US,USA,840,111720,951
84037121,US,USA,840,1448,16
84037123,US,USA,840,3318,93
84037125,US,USA,840,8875,187
84037127,US,USA,840,11484,189
84037129,US,USA,840,19145,164
84037131,US,USA,840,1874,59
84037133,US,USA,840,16981,142
84037135,US,USA,840,8539,101
84080037,US,USA,840,0,0
84037137,US,USA,840,1116,13
84037139,US,USA,840,3367,80
84037141,US,USA,840,5407,69
84037143,US,USA,840,1015,11
84037145,US,USA,840,3369,68
84037147,US,USA,840,19678,87
84037149,US,USA,840,1474,29
84037151,US,USA,840,14999,227
84037153,US,USA,840,4649,93
84037155,US,USA,840,16422,234
84037157,US,USA,840,7569,108
84037159,US,USA,840,16834,301
84037161,US,USA,840,7314,206
84037163,US,USA,840,7919,110
84037165,US,USA,840,3785,85
84037167,US,USA,840,7804,132
84037169,US,USA,840,4065,79
84037171,US,USA,840,8189,160
84037173,US,USA,840,1216,18
84037175,US,USA,840,2373,32
84037177,US,USA,840,319,6
84090037,US,USA,840,1,0
84037179,US,USA,840,24347,217
84037181,US,USA,840,4934,86
84037183,US,USA,840,87280,720
84037185,US,USA,840,1791,20
84037187,US,USA,840,1072,31
84037189,US,USA,840,4610,31
84037191,US,USA,840,11167,245
84037193,US,USA,840,6645,112
84037195,US,USA,840,9673,173
84037197,US,USA,840,4018,48
84037199,US,USA,840,1619,28
84038001,US,USA,840,270,3
84038003,US,USA,840,1412,31
84038005,US,USA,840,1088,18
84038007,US,USA,840,54,0
84038009,US,USA,840,715,20
84038011,US,USA,840,402,5
84038013,US,USA,840,240,1
84038015,US,USA,840,15711,191
84038017,US,USA,840,24446,208
84038019,US,USA,840,430,5
84038021,US,USA,840,793,33
84038023,US,USA,840,181,2
84038025,US,USA,840,381,7
84038027,US,USA,840,469,6
84038029,US,USA,840,423,13
84038031,US,USA,840,597,19
84038033,US,USA,840,258,3
84038035,US,USA,840,10601,77
84038037,US,USA,840,209,7
84038039,US,USA,840,325,2
84038041,US,USA,840,326,4
84038043,US,USA,840,269,10
84038045,US,USA,840,536,17
84038047,US,USA,840,263,10
84038049,US,USA,840,646,23
84038051,US,USA,840,344,7
84038053,US,USA,840,1322,13
84038055,US,USA,840,1273,30
84038057,US,USA,840,1122,10
84038059,US,USA,840,5263,100
84038061,US,USA,840,1326,17
84038063,US,USA,840,476,15
84038065,US,USA,840,157,3
84080038,US,USA,840,0,0
84038067,US,USA,840,811,11
84038069,US,USA,840,548,25
84038071,US,USA,840,1719,30
84038073,US,USA,840,689,17
84038075,US,USA,840,320,14
84038077,US,USA,840,2017,17
84038079,US,USA,840,2144,28
84038081,US,USA,840,498,7
84038083,US,USA,840,121,2
84038085,US,USA,840,663,12
84038087,US,USA,840,32,0
84038089,US,USA,840,4791,51
84038091,US,USA,840,182,2
84038093,US,USA,840,3511,81
84038095,US,USA,840,322,11
84038097,US,USA,840,1046,18
84090038,US,USA,840,0,30
84038099,US,USA,840,1908,25
84038101,US,USA,840,9723,194
84038103,US,USA,840,452,8
84038105,US,USA,840,4827,39
580,MP,MNP,580,170,2
84039001,US,USA,840,2385,52
84039003,US,USA,840,11675,232
84039005,US,USA,840,4231,89
84039007,US,USA,840,6830,170
84039009,US,USA,840,5200,58
84039011,US,USA,840,4919,84
84039013,US,USA,840,5920,167
84039015,US,USA,840,3950,57
84039017,US,USA,840,38396,584
84039019,US,USA,840,1916,47
84039021,US,USA,840,3334,58
84039023,US,USA,840,14017,299
84039025,US,USA,840,19803,238
84039027,US,USA,840,3729,63
84039029,US,USA,840,8816,229
84039031,US,USA,840,2653,57
84039033,US,USA,840,3978,107
84039035,US,USA,840,112407,2120
84039037,US,USA,840,5364,123
84039039,US,USA,840,4210,97
84039041,US,USA,840,18537,133
84039043,US,USA,840,7917,154
84039045,US,USA,840,16230,200
84039047,US,USA,840,2822,50
84039049,US,USA,840,126120,1400
84039051,US,USA,840,4239,69
84039053,US,USA,840,2359,49
84039055,US,USA,840,6697,148
84039057,US,USA,840,15099,244
84039059,US,USA,840,3162,53
84039061,US,USA,840,80149,1206
84039063,US,USA,840,6929,127
84039065,US,USA,840,2714,64
84039067,US,USA,840,1085,37
84039069,US,USA,840,2693,66
84039071,US,USA,840,3556,62
84039073,US,USA,840,2154,62
84039075,US,USA,840,2611,101
84039077,US,USA,840,5439,119
84039079,US,USA,840,3126,52
84039081,US,USA,840,5544,151
84039083,US,USA,840,4495,110
84039085,US,USA,840,20725,369
84039087,US,USA,840,5560,102
84039089,US,USA,840,16436,212
84039091,US,USA,840,3823,76
84039093,US,USA,840,25046,481
84039095,US,USA,840,42275,788
84039097,US,USA,840,4366,61
84039099,US,USA,840,21629,588
84039101,US,USA,840,8539,135
84039103,US,USA,840,15309,264
84039105,US,USA,840,1449,40
84039107,US,USA,840,4808,85
84039109,US,USA,840,10686,217
84039111,US,USA,840,1323,42
84039113,US,USA,840,51559,1014
84039115,US,USA,840,1085,23
84039117,US,USA,840,2856,39
84039119,US,USA,840,8815,133
84039121,US,USA,840,1333,37
84039123,US,USA,840,3674,79
84080039,US,USA,840,0,0
84039125,US,USA,840,1733,40
84039127,US,USA,840,2953,50
84039129,US,USA,840,8582,121
84039131,US,USA,840,2377,34
84039133,US,USA,840,12890,203
84039135,US,USA,840,3798,98
84039137,US,USA,840,4287,100
84039139,US,USA,840,11382,199
84039141,US,USA,840,6858,155
84039143,US,USA,840,5359,121
84039145,US,USA,840,6417,101
84039147,US,USA,840,5290,121
84039149,US,USA,840,4700,93
84039151,US,USA,840,32412,907
84039153,US,USA,840,47292,946
84039155,US,USA,840,16082,468
84039157,US,USA,840,8487,244
84090039,US,USA,840,0,2
84039159,US,USA,840,5710,48
84039161,US,USA,840,2437,63
84039163,US,USA,840,835,15
84039165,US,USA,840,24313,300
84039167,US,USA,840,5160,109
84039169,US,USA,840,8843,211
84039171,US,USA,840,3402,75
84039173,US,USA,840,13113,189
84039175,US,USA,840,2315,55
84040001,US,USA,840,3177,41
84040003,US,USA,840,1155,6
84040005,US,USA,840,1872,25
84040007,US,USA,840,474,6
84040009,US,USA,840,2895,55
84040011,US,USA,840,1042,18
84040013,US,USA,840,6106,71
84040015,US,USA,840,3969,88
84040017,US,USA,840,17127,170
84040019,US,USA,840,6111,107
84040021,US,USA,840,5624,74
84040023,US,USA,840,1613,22
84040025,US,USA,840,214,1
84040027,US,USA,840,30936,401
84040029,US,USA,840,697,15
84040031,US,USA,840,13783,185
84040033,US,USA,840,692,16
84040035,US,USA,840,1970,18
84040037,US,USA,840,6919,156
84040039,US,USA,840,4070,98
84040041,US,USA,840,4618,91
84040043,US,USA,840,550,14
84040045,US,USA,840,356,5
84040047,US,USA,840,7797,128
84040049,US,USA,840,3610,77
84040051,US,USA,840,5935,121
84040053,US,USA,840,549,6
84040055,US,USA,840,582,21
84040057,US,USA,840,326,4
84040059,US,USA,840,420,6
84040061,US,USA,840,1253,16
84040063,US,USA,840,1234,28
84040065,US,USA,840,3114,56
84040067,US,USA,840,702,13
84040069,US,USA,840,1376,35
84040071,US,USA,840,5313,126
84040073,US,USA,840,2053,38
84040075,US,USA,840,811,24
84040077,US,USA,840,835,13
84040079,US,USA,840,5569,64
84040081,US,USA,840,3239,71
84040083,US,USA,840,4249,56
84040085,US,USA,840,1499,21
84040093,US,USA,840,955,21
84040095,US,USA,840,2047,23
84040097,US,USA,840,4187,68
84040087,US,USA,840,5289,69
84040089,US,USA,840,3936,90
84040091,US,USA,840,1999,59
84040099,US,USA,840,2014,38
84040101,US,USA,840,9316,164
84040103,US,USA,840,1379,19
84040105,US,USA,840,1148,18
84040107,US,USA,840,1780,30
84040109,US,USA,840,86408,1209
84040111,US,USA,840,3743,77
84040113,US,USA,840,4718,73
84040115,US,USA,840,3892,65
84080040,US,USA,840,0,0
84040117,US,USA,840,1781,49
84040119,US,USA,840,8667,71
84040121,US,USA,840,4639,69
84040123,US,USA,840,5128,71
84040125,US,USA,840,8335,125
84040127,US,USA,840,1011,20
84040129,US,USA,840,389,12
84040131,US,USA,840,10463,176
84040133,US,USA,840,2868,69
84040135,US,USA,840,4111,51
84040137,US,USA,840,4838,101
84040139,US,USA,840,3514,33
84040141,US,USA,840,803,17
84040143,US,USA,840,74382,1044
84090040,US,USA,840,1528,0
84040145,US,USA,840,8051,114
84040147,US,USA,840,5199,109
84040149,US,USA,840,1081,21
84040151,US,USA,840,1205,17
84040153,US,USA,840,3160,33
84041001,US,USA,840,947,14
84041003,US,USA,840,3071,19
84041005,US,USA,840,17323,212
84041007,US,USA,840,979,8
84041009,US,USA,840,1728,26
84041011,US,USA,840,2050,33
84041013,US,USA,840,1086,21
84041015,US,USA,840,645,9
84041017,US,USA,840,8821,74
84041019,US,USA,840,3244,70
84041021,US,USA,840,62,1
84041023,US,USA,840,507,5
84041025,US,USA,840,343,8
84041027,US,USA,840,1184,30
84041029,US,USA,840,10783,137
84041031,US,USA,840,2176,34
84041033,US,USA,840,3328,69
84041035,US,USA,840,4373,64
84041037,US,USA,840,448,7
84041039,US,USA,840,12911,146
84041041,US,USA,840,1371,20
84041043,US,USA,840,4873,67
84041045,US,USA,840,3508,62
84041047,US,USA,840,21915,306
84041049,US,USA,840,1104,16
84041051,US,USA,840,38115,587
84080041,US,USA,840,0,0
84041053,US,USA,840,3722,52
84041055,US,USA,840,58,1
84041057,US,USA,840,645,3
84041059,US,USA,840,8166,84
84090041,US,USA,840,0,0
84041061,US,USA,840,1447,23
84041063,US,USA,840,183,5
84041065,US,USA,840,1373,28
84041067,US,USA,840,25452,231
84041069,US,USA,840,30,1
84041071,US,USA,840,4445,76
84042001,US,USA,840,9334,177
84042003,US,USA,840,99384,1927
84042005,US,USA,840,5867,134
84042007,US,USA,840,15059,380
84042009,US,USA,840,4461,135
84042011,US,USA,840,46845,1007
84042013,US,USA,840,12984,330
84042015,US,USA,840,5830,90
84042017,US,USA,840,59613,1268
84042019,US,USA,840,17110,411
84042021,US,USA,840,14143,422
84042023,US,USA,840,294,8
84042025,US,USA,840,6209,169
84042027,US,USA,840,16614,220
84042029,US,USA,840,36179,781
84042031,US,USA,840,3122,91
84042033,US,USA,840,8389,143
84042035,US,USA,840,3606,62
84042037,US,USA,840,5667,133
84042039,US,USA,840,7193,149
84042041,US,USA,840,20040,517
84042043,US,USA,840,25364,544
84042045,US,USA,840,51348,1362
84042047,US,USA,840,2832,39
84042049,US,USA,840,20536,405
84042051,US,USA,840,12764,311
84042053,US,USA,840,1422,21
84042055,US,USA,840,14971,365
84042057,US,USA,840,1314,15
84042059,US,USA,840,3196,39
84042061,US,USA,840,5017,129
84042063,US,USA,840,6134,173
84042065,US,USA,840,3258,97
84042067,US,USA,840,2090,85
84042069,US,USA,840,18087,464
84042071,US,USA,840,54211,1124
84042073,US,USA,840,7394,207
84042075,US,USA,840,15767,283
84042077,US,USA,840,38911,846
84042079,US,USA,840,31055,800
84042081,US,USA,840,11590,278
84042083,US,USA,840,3632,69
84042085,US,USA,840,9342,255
84042087,US,USA,840,5276,178
84042089,US,USA,840,14369,307
84042091,US,USA,840,69068,1683
84042093,US,USA,840,1981,63
84042095,US,USA,840,35132,703
84042097,US,USA,840,9405,348
84080042,US,USA,840,0,0
84042099,US,USA,840,3730,100
84042101,US,USA,840,149953,3529
84042103,US,USA,840,3869,54
84042105,US,USA,840,1117,23
84042107,US,USA,840,14427,398
84042109,US,USA,840,3591,84
84042111,US,USA,840,7741,205
84042113,US,USA,840,423,20
84042115,US,USA,840,2542,61
84042117,US,USA,840,2934,106
84090042,US,USA,840,0,0
84042119,US,USA,840,6022,86
84042121,US,USA,840,3886,93
84042123,US,USA,840,2574,102
84042125,US,USA,840,17313,295
84042127,US,USA,840,3993,80
84042129,US,USA,840,33426,749
84042131,US,USA,840,1878,48
84042133,US,USA,840,45255,794
63072001,PR,PRI,630,464,0
63072003,PR,PRI,630,1291,0
63072005,PR,PRI,630,1466,0
63072007,PR,PRI,630,1173,0
63072009,PR,PRI,630,653,0
63072011,PR,PRI,630,778,0
63072013,PR,PRI,630,2916,0
63072015,PR,PRI,630,289,0
63072017,PR,PRI,630,751,0
63072019,PR,PRI,630,1198,0
63072021,PR,PRI,630,10135,0
63072023,PR,PRI,630,890,0
63072025,PR,PRI,630,6140,0
63072027,PR,PRI,630,1175,0
63072029,PR,PRI,630,1888,0
63072031,PR,PRI,630,8436,0
63072033,PR,PRI,630,1191,0
63072035,PR,PRI,630,1245,0
63072037,PR,PRI,630,376,0
63072039,PR,PRI,630,747,0
63072041,PR,PRI,630,1267,0
63072043,PR,PRI,630,861,0
63072045,PR,PRI,630,704,0
63072047,PR,PRI,630,1518,0
63072049,PR,PRI,630,38,0
63072051,PR,PRI,630,1976,0
63072053,PR,PRI,630,1179,0
63072054,PR,PRI,630,524,0
63072055,PR,PRI,630,201,0
63072057,PR,PRI,630,807,0
63072059,PR,PRI,630,359,0
63072061,PR,PRI,630,4178,0
63072063,PR,PRI,630,2112,0
63072065,PR,PRI,630,1117,0
63072067,PR,PRI,630,390,0
63072069,PR,PRI,630,2007,0
63072071,PR,PRI,630,1307,0
63072073,PR,PRI,630,360,0
63072075,PR,PRI,630,1088,0
63072077,PR,PRI,630,2229,0
63072079,PR,PRI,630,412,0
63072081,PR,PRI,630,772,0
63072083,PR,PRI,630,219,0
63072085,PR,PRI,630,1606,0
63072087,PR,PRI,630,1237,0
63072089,PR,PRI,630,704,0
63072091,PR,PRI,630,1378,0
63072093,PR,PRI,630,100,0
63072095,PR,PRI,630,338,0
63072097,PR,PRI,630,1837,0
63072099,PR,PRI,630,1365,0
63072101,PR,PRI,630,1411,0
63072103,PR,PRI,630,1041,0
63072105,PR,PRI,630,1547,0
63072107,PR,PRI,630,862,0
63072888,PR,PRI,630,271,0
63072109,PR,PRI,630,356,0
63072111,PR,PRI,630,533,0
63072113,PR,PRI,630,3247,0
63072115,PR,PRI,630,874,0
63072117,PR,PRI,630,519,0
63072119,PR,PRI,630,2053,0
63072121,PR,PRI,630,363,0
63072123,PR,PRI,630,726,0
63072125,PR,PRI,630,592,0
63072127,PR,PRI,630,17842,0
63072129,PR,PRI,630,1719,0
63072131,PR,PRI,630,1275,0
63072133,PR,PRI,630,454,0
63072135,PR,PRI,630,3831,0
63072137,PR,PRI,630,3770,0
63072139,PR,PRI,630,2915,0
63072999,PR,PRI,630,3950,2384
63072141,PR,PRI,630,869,0
63072143,PR,PRI,630,1696,0
63072145,PR,PRI,630,2863,0
63072147,PR,PRI,630,122,0
63072149,PR,PRI,630,741,0
63072151,PR,PRI,630,1086,0
63072153,PR,PRI,630,806,0
84044001,US,USA,840,5063,142
84044003,US,USA,840,18337,360
84044005,US,USA,840,6737,41
84080044,US,USA,840,0,0
84044007,US,USA,840,96768,1957
84090044,US,USA,840,13315,26
84044009,US,USA,840,9877,168
84045001,US,USA,840,2572,41
84045003,US,USA,840,17274,222
84045005,US,USA,840,930,15
84045007,US,USA,840,22878,519
84045009,US,USA,840,1571,51
84045011,US,USA,840,2572,57
84045013,US,USA,840,16787,206
84045015,US,USA,840,17540,197
84045017,US,USA,840,1319,37
84045019,US,USA,840,43144,504
84045021,US,USA,840,6044,154
84045023,US,USA,840,4192,76
84045025,US,USA,840,4796,104
84045027,US,USA,840,3424,112
84045029,US,USA,840,3619,127
84045031,US,USA,840,8460,173
84045033,US,USA,840,4372,84
84045035,US,USA,840,17811,217
84045037,US,USA,840,3132,43
84045039,US,USA,840,2395,81
84045041,US,USA,840,17728,415
84045043,US,USA,840,6706,139
84045045,US,USA,840,74346,1004
84045047,US,USA,840,8148,173
84045049,US,USA,840,1914,51
84045051,US,USA,840,38913,575
84045053,US,USA,840,2346,45
84045055,US,USA,840,7475,140
84045057,US,USA,840,10720,168
84045059,US,USA,840,7378,172
84045061,US,USA,840,1908,59
84045063,US,USA,840,33303,482
84045067,US,USA,840,3530,107
84045069,US,USA,840,3352,54
84045065,US,USA,840,1023,28
84045071,US,USA,840,5005,104
84045073,US,USA,840,9651,133
84045075,US,USA,840,9745,249
84080045,US,USA,840,0,0
84045077,US,USA,840,18684,297
84045079,US,USA,840,46580,559
84045081,US,USA,840,1806,50
84045083,US,USA,840,41292,806
84045085,US,USA,840,10432,205
84090045,US,USA,840,0,0
84045087,US,USA,840,3140,83
84045089,US,USA,840,4065,98
84045091,US,USA,840,31197,380
84046003,US,USA,840,472,15
84046005,US,USA,840,2954,40
84046007,US,USA,840,391,9
84046009,US,USA,840,1547,27
84046011,US,USA,840,4208,37
84046013,US,USA,840,5566,92
84046015,US,USA,840,716,9
84046017,US,USA,840,426,13
84046019,US,USA,840,1058,20
84046021,US,USA,840,130,4
84046023,US,USA,840,1377,22
84046025,US,USA,840,461,5
84046027,US,USA,840,1921,15
84046029,US,USA,840,4632,81
84046031,US,USA,840,479,12
84046033,US,USA,840,853,12
84046035,US,USA,840,3230,66
84046037,US,USA,840,706,29
84046039,US,USA,840,527,9
84046041,US,USA,840,1472,28
84046043,US,USA,840,455,9
84046045,US,USA,840,512,13
84046047,US,USA,840,593,15
84046049,US,USA,840,371,13
84046051,US,USA,840,1048,42
84046053,US,USA,840,580,30
84046055,US,USA,840,263,10
84046057,US,USA,840,796,39
84046059,US,USA,840,362,6
84046061,US,USA,840,388,4
84046063,US,USA,840,97,1
84046065,US,USA,840,2495,39
84046067,US,USA,840,916,27
84046069,US,USA,840,141,1
84046071,US,USA,840,289,14
84046073,US,USA,840,276,16
84046075,US,USA,840,93,0
84046077,US,USA,840,818,18
84046079,US,USA,840,1363,20
84046081,US,USA,840,2976,47
84046083,US,USA,840,8671,77
84046085,US,USA,840,649,11
84046091,US,USA,840,372,6
84046087,US,USA,840,807,25
84046089,US,USA,840,246,4
84046093,US,USA,840,2760,30
84046095,US,USA,840,261,2
84046097,US,USA,840,304,9
84046099,US,USA,840,31561,355
84046101,US,USA,840,658,18
84046102,US,USA,840,2111,49
84080046,US,USA,840,0,0
84046103,US,USA,840,13726,193
84046105,US,USA,840,358,14
84046107,US,USA,840,390,4
84046109,US,USA,840,1359,39
84046111,US,USA,840,343,3
84046115,US,USA,840,843,26
84046117,US,USA,840,348,2
84046119,US,USA,840,142,3
84046121,US,USA,840,1224,30
84046123,US,USA,840,755,17
84046125,US,USA,840,1171,56
84090046,US,USA,840,0,0
84046127,US,USA,840,2220,43
84046129,US,USA,840,767,16
84046135,US,USA,840,3087,31
84046137,US,USA,840,344,9
84047001,US,USA,840,8769,171
84047003,US,USA,840,6513,129
84047005,US,USA,840,1666,40
84047007,US,USA,840,2147,11
84047009,US,USA,840,15514,195
84047011,US,USA,840,15073,151
84047013,US,USA,840,4168,63
84047015,US,USA,840,1924,31
84047017,US,USA,840,3626,83
84047019,US,USA,840,6642,158
84047021,US,USA,840,4562,56
84047023,US,USA,840,2149,51
84047025,US,USA,840,3186,73
84047027,US,USA,840,1103,31
84047029,US,USA,840,4518,99
84047031,US,USA,840,6914,122
84047033,US,USA,840,2032,49
84047035,US,USA,840,6749,133
84047037,US,USA,840,89499,940
84047041,US,USA,840,2805,54
84047039,US,USA,840,1590,39
84047043,US,USA,840,6845,113
84047045,US,USA,840,5430,106
84047047,US,USA,840,5098,77
84047049,US,USA,840,2423,47
84047051,US,USA,840,5157,90
84047053,US,USA,840,6531,146
84047055,US,USA,840,4004,100
84047057,US,USA,840,2633,50
84047059,US,USA,840,7899,156
84047061,US,USA,840,1793,34
84047063,US,USA,840,8620,173
84047065,US,USA,840,44416,495
84047067,US,USA,840,591,12
84047069,US,USA,840,3527,64
84047071,US,USA,840,3582,68
