UID,iso2,iso3,code3,confirmed_us,confirmed_death_us
84019103,US,USA,840,14457,83
84019105,US,USA,840,2981,57
84019107,US,USA,840,956,31
84019109,US,USA,840,2152,64
84019111,US,USA,840,3750,55
84019113,US,USA,840,20814,334
84019115,US,USA,840,1278,49
84019117,US,USA,840,771,23
84019119,US,USA,840,1577,41
84019121,US,USA,840,1615,19
84019123,US,USA,840,2299,51
84019125,US,USA,840,3617,75
84019127,US,USA,840,4821,75
84019129,US,USA,840,1617,22
84019131,US,USA,840,1260,42
84019133,US,USA,840,828,30
84019135,US,USA,840,951,29
84019137,US,USA,840,1033,38
84019139,US,USA,840,4774,99
84019141,US,USA,840,1995,60
84019143,US,USA,840,785,16
84080019,US,USA,840,0,0
84019145,US,USA,840,1926,22
84019147,US,USA,840,1125,23
84019149,US,USA,840,4006,80
84019151,US,USA,840,853,22
84019153,US,USA,840,57488,623
84019155,US,USA,840,11091,168
84019157,US,USA,840,1547,33
84019159,US,USA,840,555,24
84019161,US,USA,840,1301,19
84019163,US,USA,840,19960,240
84019165,US,USA,840,1307,37
84019167,US,USA,840,5138,74
84019169,US,USA,840,10592,48
84019171,US,USA,840,2092,71
84019173,US,USA,840,657,12
84090019,US,USA,840,977,0
84019175,US,USA,840,1281,33
84019177,US,USA,840,556,18
84019179,US,USA,840,4297,122
84019181,US,USA,840,5758,88
84019183,US,USA,840,2539,50
84019185,US,USA,840,537,23
84019187,US,USA,840,5121,93
84019189,US,USA,840,1417,31
84019191,US,USA,840,1969,34
84019193,US,USA,840,15121,228
84019195,US,USA,840,743,8
84019197,US,USA,840,1843,36
84020001,US,USA,840,1240,19
84020003,US,USA,840,836,18
84020005,US,USA,840,1633,14
84020007,US,USA,840,374,6
84020009,US,USA,840,2614,48
84020011,US,USA,840,1413,26
84020013,US,USA,840,1238,38
84020015,US,USA,840,7534,86
84020017,US,USA,840,268,3
84020019,US,USA,840,267,6
84020021,US,USA,840,2475,52
84020023,US,USA,840,362,14
84020025,US,USA,840,252,7
84020027,US,USA,840,800,29
84020029,US,USA,840,984,23
84020031,US,USA,840,733,23
84020033,US,USA,840,169,9
84020035,US,USA,840,3965,108
84020037,US,USA,840,4733,77
84020039,US,USA,840,267,12
84020041,US,USA,840,1761,45
84020043,US,USA,840,971,23
84020045,US,USA,840,9254,83
84020047,US,USA,840,266,12
84020049,US,USA,840,179,5
84020051,US,USA,840,3745,71
84020053,US,USA,840,1223,25
84020055,US,USA,840,6058,71
84020057,US,USA,840,5753,75
84020059,US,USA,840,2555,43
84020061,US,USA,840,3399,40
84020063,US,USA,840,386,19
84020065,US,USA,840,265,9
84020067,US,USA,840,943,18
84020069,US,USA,840,564,14
84020071,US,USA,840,104,1
84020073,US,USA,840,558,11
84020075,US,USA,840,202,1
84020077,US,USA,840,617,18
84020079,US,USA,840,3635,68
84020081,US,USA,840,419,9
84020083,US,USA,840,212,8
84020085,US,USA,840,1401,16
84020087,US,USA,840,1720,34
84020089,US,USA,840,211,6
84020091,US,USA,840,58303,754
84020093,US,USA,840,569,10
84020095,US,USA,840,757,15
84020097,US,USA,840,239,4
84020099,US,USA,840,2740,49
84020101,US,USA,840,127,7
84020103,US,USA,840,7228,91
84020105,US,USA,840,263,5
84020107,US,USA,840,817,8
84020109,US,USA,840,290,6
84020111,US,USA,840,4278,85
84020115,US,USA,840,1104,24
84020117,US,USA,840,1091,24
84020113,US,USA,840,3270,81
84020119,US,USA,840,513,12
84020121,US,USA,840,2750,42
84020123,US,USA,840,561,18
84020125,US,USA,840,3459,79
84020127,US,USA,840,584,22
84020129,US,USA,840,258,8
84020131,US,USA,840,1513,55
84020133,US,USA,840,1803,35
84020135,US,USA,840,371,16
84020137,US,USA,840,1206,27
84020139,US,USA,840,1244,25
84020141,US,USA,840,290,12
84020143,US,USA,840,551,13
84080020,US,USA,840,0,0
84020145,US,USA,840,1166,13
84020147,US,USA,840,713,24
84020149,US,USA,840,1898,30
84020151,US,USA,840,815,25
84020153,US,USA,840,300,7
84020155,US,USA,840,8523,138
84020157,US,USA,840,661,13
84020159,US,USA,840,1076,12
84020161,US,USA,840,6463,43
84020163,US,USA,840,656,11
84020165,US,USA,840,431,14
84020167,US,USA,840,857,29
84020169,US,USA,840,6250,140
84020171,US,USA,840,596,23
84020173,US,USA,840,56588,753
84020175,US,USA,840,3864,41
84020177,US,USA,840,17472,363
84020179,US,USA,840,432,13
84020181,US,USA,840,635,12
84020183,US,USA,840,270,3
84020185,US,USA,840,340,9
84020187,US,USA,840,184,6
84020189,US,USA,840,558,10
84020191,US,USA,840,2166,51
84020193,US,USA,840,1098,20
84020195,US,USA,840,406,8
84090020,US,USA,840,0,0
84020197,US,USA,840,680,13
84020199,US,USA,840,179,4
84020201,US,USA,840,533,14
84020203,US,USA,840,216,6
84020205,US,USA,840,1008,16
84020207,US,USA,840,217,5
84020209,US,USA,840,20413,278
84021001,US,USA,840,1868,54
84021003,US,USA,840,2077,40
84021005,US,USA,840,1736,22
84021007,US,USA,840,396,9
84021009,US,USA,840,4459,92
84021011,US,USA,840,988,21
84021013,US,USA,840,3097,54
84021015,US,USA,840,13906,124
84021017,US,USA,840,1691,17
84021019,US,USA,840,4970,73
84021021,US,USA,840,3426,70
84021023,US,USA,840,634,7
84021025,US,USA,840,1026,9
84021027,US,USA,840,1277,16
84021029,US,USA,840,7259,74
84021031,US,USA,840,1458,24
84021033,US,USA,840,1450,31
84021035,US,USA,840,3521,51
84021037,US,USA,840,8421,70
84021039,US,USA,840,473,9
84021041,US,USA,840,1010,19
84021043,US,USA,840,2279,35
84021045,US,USA,840,1409,35
84021047,US,USA,840,6928,104
84021049,US,USA,840,2890,29
84021051,US,USA,840,2671,44
84021053,US,USA,840,1445,31
84021055,US,USA,840,665,21
84021057,US,USA,840,698,10
84021059,US,USA,840,10746,184
84021061,US,USA,840,913,21
84021063,US,USA,840,960,2
84021065,US,USA,840,1103,11
84021067,US,USA,840,35702,300
84021069,US,USA,840,1190,23
84021071,US,USA,840,3416,69
84021073,US,USA,840,4046,46
84021075,US,USA,840,521,14
84021077,US,USA,840,696,30
84021079,US,USA,840,1526,35
84021081,US,USA,840,2270,19
84021083,US,USA,840,4189,93
84021085,US,USA,840,2147,55
84021087,US,USA,840,1217,15
84021089,US,USA,840,3602,59
84021091,US,USA,840,884,15
84021093,US,USA,840,9696,156
84021095,US,USA,840,2827,83
84021097,US,USA,840,1699,23
84021099,US,USA,840,1977,47
84021101,US,USA,840,4790,74
84021103,US,USA,840,1358,13
84021105,US,USA,840,386,10
84021107,US,USA,840,4480,146
84021109,US,USA,840,1312,32
84021111,US,USA,840,80368,1187
84021113,US,USA,840,4647,64
84021115,US,USA,840,1940,34
84021117,US,USA,840,16268,176
84021119,US,USA,840,1142,23
84021121,US,USA,840,3353,36
84021123,US,USA,840,1324,26
84021125,US,USA,840,6691,71
84021127,US,USA,840,1445,25
84021129,US,USA,840,1277,26
84021131,US,USA,840,914,8
84021133,US,USA,840,1914,43
84021135,US,USA,840,1328,35
84021137,US,USA,840,2310,50
84021139,US,USA,840,848,20
84021141,US,USA,840,2847,66
84021143,US,USA,840,1533,19
84021151,US,USA,840,9339,109
84021153,US,USA,840,954,14
84021155,US,USA,840,2322,38
84021157,US,USA,840,2789,56
84021159,US,USA,840,1028,20
84021161,US,USA,840,1688,36
84021145,US,USA,840,6604,123
84021147,US,USA,840,1996,30
84021149,US,USA,840,883,27
84021163,US,USA,840,2030,25
84021165,US,USA,840,479,17
84021167,US,USA,840,2564,50
84021169,US,USA,840,1040,26
84021171,US,USA,840,1332,42
84021173,US,USA,840,2718,30
84021175,US,USA,840,2255,3
84021177,US,USA,840,2944,64
84021179,US,USA,840,4914,55
84021181,US,USA,840,551,8
84021183,US,USA,840,2465,54
84021185,US,USA,840,7620,82
84080021,US,USA,840,0,0
84021187,US,USA,840,685,13
84021189,US,USA,840,495,15
84021191,US,USA,840,1026,5
84021193,US,USA,840,2656,65
84021195,US,USA,840,5570,96
84021197,US,USA,840,1299,12
84021199,US,USA,840,6372,96
84021201,US,USA,840,229,14
84021203,US,USA,840,1531,23
84021205,US,USA,840,2234,20
84021207,US,USA,840,1869,44
84021209,US,USA,840,4962,33
84021211,US,USA,840,4731,70
84021213,US,USA,840,2113,38
84021215,US,USA,840,1605,22
84021217,US,USA,840,3132,48
84021219,US,USA,840,1141,26
84021221,US,USA,840,1301,14
84021223,US,USA,840,691,7
84090021,US,USA,840,9,0
84021225,US,USA,840,1354,15
84021227,US,USA,840,15954,171
84021229,US,USA,840,1437,37
84021231,US,USA,840,2176,47
84021233,US,USA,840,1266,20
84021235,US,USA,840,4919,56
84021237,US,USA,840,527,5
84021239,US,USA,840,2135,20
84022001,US,USA,840,6529,192
84022003,US,USA,840,3187,92
84022005,US,USA,840,12289,164
84022007,US,USA,840,2212,36
84022009,US,USA,840,4215,123
84022011,US,USA,840,3202,78
84022013,US,USA,840,1665,81
84022015,US,USA,840,13904,300
84022017,US,USA,840,26142,742
84022019,US,USA,840,22582,432
84022021,US,USA,840,1107,29
84022023,US,USA,840,599,6
84022025,US,USA,840,1161,38
84022027,US,USA,840,1439,55
84022029,US,USA,840,1865,61
84022031,US,USA,840,2783,78
84022033,US,USA,840,39663,804
84022035,US,USA,840,1127,25
84022037,US,USA,840,3156,112
84022039,US,USA,840,3611,93
84022041,US,USA,840,2490,106
84022043,US,USA,840,2165,56
84022045,US,USA,840,7119,153
84022047,US,USA,840,3847,98
84022049,US,USA,840,1956,50
84022051,US,USA,840,46232,894
84022053,US,USA,840,3170,97
84022059,US,USA,840,1556,37
84022055,US,USA,840,23584,277
84022057,US,USA,840,9646,204
84022061,US,USA,840,4524,93
84022063,US,USA,840,13449,206
84022065,US,USA,840,1564,39
84022067,US,USA,840,2831,76
84022069,US,USA,840,4055,87
84022071,US,USA,840,30146,792
84022073,US,USA,840,18470,451
84080022,US,USA,840,0,0
84022075,US,USA,840,2525,27
84022077,US,USA,840,2655,73
84022079,US,USA,840,12152,315
84022081,US,USA,840,874,38
84022083,US,USA,840,2426,56
84022085,US,USA,840,2951,60
84022087,US,USA,840,4030,52
84022089,US,USA,840,5424,95
84022091,US,USA,840,923,11
84022093,US,USA,840,1975,50
84022095,US,USA,840,3725,138
84022097,US,USA,840,8920,255
84022099,US,USA,840,5307,116
84022101,US,USA,840,4734,138
84022103,US,USA,840,25730,524
84022105,US,USA,840,12730,295
84022107,US,USA,840,359,8
84022109,US,USA,840,10276,222
84090022,US,USA,840,413,0
84022111,US,USA,840,2398,77
84022113,US,USA,840,5406,119
84022115,US,USA,840,3086,102
84022117,US,USA,840,4372,131
84022119,US,USA,840,4120,113
84022121,US,USA,840,2881,60
84022123,US,USA,840,1178,41
84022125,US,USA,840,1161,34
84022127,US,USA,840,1544,44
84023001,US,USA,840,7782,72
84023003,US,USA,840,1745,45
84023005,US,USA,840,16637,190
84023007,US,USA,840,1276,14
84023009,US,USA,840,1268,36
84023011,US,USA,840,6028,69
84023013,US,USA,840,1067,5
84023015,US,USA,840,973,2
84080023,US,USA,840,0,0
84023017,US,USA,840,3416,63
84023019,US,USA,840,5674,90
84023021,US,USA,840,489,6
84023023,US,USA,840,1362,10
84023025,US,USA,840,2029,30
84090023,US,USA,840,11,0
84023027,US,USA,840,907,20
84023029,US,USA,840,851,16
84023031,US,USA,840,12942,129
84024001,US,USA,840,6903,207
84024003,US,USA,840,43197,604
84024005,US,USA,840,64636,1500
84024510,US,USA,840,52015,1064
84024009,US,USA,840,4181,78
84024011,US,USA,840,2291,25
84024013,US,USA,840,9303,237
84024015,US,USA,840,6180,132
84024017,US,USA,840,10677,192
84024019,US,USA,840,2759,51
84024021,US,USA,840,19590,322
84024023,US,USA,840,2005,63
84024025,US,USA,840,16316,275
84024027,US,USA,840,19036,233
84024029,US,USA,840,1332,46
84024031,US,USA,840,70298,1529
84080024,US,USA,840,0,0
84024033,US,USA,840,83987,1482
84024035,US,USA,840,2960,45
84024039,US,USA,840,2563,37
84024037,US,USA,840,5929,124
84024041,US,USA,840,2119,37
84090024,US,USA,840,0,60
84024043,US,USA,840,14378,276
84024045,US,USA,840,7539,153
84024047,US,USA,840,3606,98
84025001,US,USA,840,13719,463
84025003,US,USA,840,6441,285
84025005,US,USA,840,65733,1710
84025007,US,USA,840,0,0
84070002,US,USA,840,2816,5
84025009,US,USA,840,96471,2362
84025011,US,USA,840,2526,113
84025013,US,USA,840,51433,1500
84025015,US,USA,840,9058,294
84025017,US,USA,840,133668,3736
84025019,US,USA,840,0,0
84025021,US,USA,840,54298,1778
84080025,US,USA,840,0,0
84025023,US,USA,840,48483,1424
84025025,US,USA,840,91792,1823
84090025,US,USA,840,45756,7
84025027,US,USA,840,76233,2198
84026001,US,USA,840,727,28
84026003,US,USA,840,509,6
84026005,US,USA,840,10715,137
84026007,US,USA,840,2185,60
84026009,US,USA,840,1580,27
84026011,US,USA,840,1155,29
84026013,US,USA,840,752,36
84026015,US,USA,840,5727,64
84026017,US,USA,840,10926,334
84026019,US,USA,840,1254,34
84026021,US,USA,840,15015,275
84026023,US,USA,840,4683,95
84026025,US,USA,840,13937,283
84026027,US,USA,840,5312,75
84026029,US,USA,840,1611,20
84026031,US,USA,840,1885,42
84026033,US,USA,840,2435,33
84026035,US,USA,840,2395,77
84026037,US,USA,840,7420,85
84026039,US,USA,840,966,12
84026041,US,USA,840,3952,91
84026043,US,USA,840,2701,74
84026045,US,USA,840,9880,195
84026047,US,USA,840,2305,41
84070005,US,USA,840,315,5
84026049,US,USA,840,40816,901
84026051,US,USA,840,2241,54
84026053,US,USA,840,1379,50
84026055,US,USA,840,6300,93
84026057,US,USA,840,3934,114
84026059,US,USA,840,4274,88
84026061,US,USA,840,3087,40
84026063,US,USA,840,4024,75
84026065,US,USA,840,24213,367
84026067,US,USA,840,6009,79
84026069,US,USA,840,1926,70
84026071,US,USA,840,1030,51
84026073,US,USA,840,6093,89
84026075,US,USA,840,15305,266
84026077,US,USA,840,22367,376
84026079,US,USA,840,1080,21
84026081,US,USA,840,70477,806
84026083,US,USA,840,173,2
84026085,US,USA,840,602,15
84026087,US,USA,840,8969,184
84026089,US,USA,840,1214,18
84026091,US,USA,840,9135,156
84026093,US,USA,840,16270,180
84026095,US,USA,840,406,2
84026097,US,USA,840,647,3
84026099,US,USA,840,97499,2325
84026101,US,USA,840,1169,22
84026103,US,USA,840,4999,58
84026105,US,USA,840,2083,36
84026107,US,USA,840,3089,30
84026109,US,USA,840,2084,41
84070004,US,USA,840,26737,153
84026111,US,USA,840,7282,83
84026113,US,USA,840,1462,24
84026115,US,USA,840,14998,246
84026117,US,USA,840,5697,106
84026119,US,USA,840,576,19
84026121,US,USA,840,15300,341
84026123,US,USA,840,4644,60
84026125,US,USA,840,115013,2268
84026127,US,USA,840,2692,58
84026129,US,USA,840,1645,39
84026131,US,USA,840,458,21
84026133,US,USA,840,1866,28
84026135,US,USA,840,631,27
84026137,US,USA,840,2272,38
84026139,US,USA,840,31777,406
84080026,US,USA,840,1887,15
84026141,US,USA,840,1013,32
84026143,US,USA,840,1844,47
84026145,US,USA,840,20562,579
84026151,US,USA,840,4178,110
84026153,US,USA,840,392,5
84026155,US,USA,840,6199,101
84026147,US,USA,840,17849,415
84026149,US,USA,840,6023,95
84026157,US,USA,840,5553,167
84090026,US,USA,840,24,0
84026159,US,USA,840,6914,123
84026161,US,USA,840,25920,279
84026163,US,USA,840,160161,4815
84026165,US,USA,840,2806,43
84027001,US,USA,840,1342,36
84027003,US,USA,840,41421,437
84027005,US,USA,840,3788,50
84027007,US,USA,840,3924,58
84027009,US,USA,840,5659,97
84027011,US,USA,840,598,4
84027013,US,USA,840,7461,41
84027015,US,USA,840,3046,40
84027017,US,USA,840,3441,53
84027019,US,USA,840,10449,45
84027021,US,USA,840,2696,28
84027023,US,USA,840,1518,38
84027025,US,USA,840,5925,51
84027027,US,USA,840,8127,92
84027029,US,USA,840,864,16
84027031,US,USA,840,161,0
84027033,US,USA,840,1643,21
84027035,US,USA,840,6609,88
84027037,US,USA,840,45667,448
84027039,US,USA,840,1837,3
84027041,US,USA,840,4646,74
84027043,US,USA,840,1513,19
84027045,US,USA,840,1555,10
84027047,US,USA,840,3411,29
84027049,US,USA,840,4757,72
84027051,US,USA,840,567,8
84027053,US,USA,840,122131,1726
84027055,US,USA,840,1715,15
84027057,US,USA,840,1871,41
84027059,US,USA,840,4173,64
84027061,US,USA,840,4322,54
84027063,US,USA,840,1217,11
84027065,US,USA,840,1434,24
84027067,US,USA,840,6520,83
84027069,US,USA,840,485,22
84027071,US,USA,840,817,15
84027073,US,USA,840,750,22
84027075,US,USA,840,808,19
84027077,US,USA,840,322,3
84027079,US,USA,840,2892,22
84027081,US,USA,840,577,3
84027083,US,USA,840,3598,50
84027087,US,USA,840,545,9
84027089,US,USA,840,880,17
84027091,US,USA,840,2298,31
84027085,US,USA,840,4216,58
84027093,US,USA,840,2543,40
84027095,US,USA,840,3024,52
84027097,US,USA,840,4173,60
84027099,US,USA,840,4640,32
84027101,US,USA,840,1060,9
84027103,US,USA,840,3238,43
84027105,US,USA,840,4072,48
84027107,US,USA,840,539,9
84027109,US,USA,840,13190,98
84027111,US,USA,840,5729,78
84080027,US,USA,840,0,0
84027113,US,USA,840,1536,19
84027115,US,USA,840,3267,22
84027117,US,USA,840,1151,26
84027119,US,USA,840,3824,68
84027121,US,USA,840,1095,6
84027123,US,USA,840,51028,871
84027125,US,USA,840,395,7
84027127,US,USA,840,1729,36
84027129,US,USA,840,1789,43
84027131,US,USA,840,8014,106
84027133,US,USA,840,1280,19
84027135,US,USA,840,2079,19
84027139,US,USA,840,17201,124
84027141,US,USA,840,11602,86
84027143,US,USA,840,1425,10
84027137,US,USA,840,17682,302
84027145,US,USA,840,22139,221
84027147,US,USA,840,3849,15
84027149,US,USA,840,902,11
84027151,US,USA,840,1049,18
84027153,US,USA,840,2806,32
84027155,US,USA,840,368,5
84090027,US,USA,840,487,93
84027157,US,USA,840,2048,3
84027159,US,USA,840,1551,22
84027161,US,USA,840,2365,22
84027163,US,USA,840,26724,281
84027165,US,USA,840,1321,9
84027167,US,USA,840,807,12
84027169,US,USA,840,4529,50
84027171,US,USA,840,15943,139
84027173,US,USA,840,1138,20
84028001,US,USA,840,2787,82
84028003,US,USA,840,3127,68
84028005,US,USA,840,1230,42
84028007,US,USA,840,2142,73
84028009,US,USA,840,995,25
84028011,US,USA,840,4801,132
84028013,US,USA,840,1705,32
84028015,US,USA,840,1218,28
84028017,US,USA,840,2077,57
84028019,US,USA,840,763,18
84028021,US,USA,840,1024,30
84028023,US,USA,840,1779,80
84028025,US,USA,840,1852,54
84028027,US,USA,840,2951,79
84028029,US,USA,840,2968,65
84028031,US,USA,840,2582,81
84028033,US,USA,840,21580,258
84028035,US,USA,840,7670,152
84028037,US,USA,840,836,23
84028039,US,USA,840,2478,48
84028041,US,USA,840,1305,33
84028043,US,USA,840,2613,86
84028045,US,USA,840,3784,86
84028047,US,USA,840,17879,309
84028049,US,USA,840,20330,415
84028051,US,USA,840,1888,73
84028053,US,USA,840,965,33
84028055,US,USA,840,168,6
84028057,US,USA,840,2997,77
84028059,US,USA,840,13429,246
84028061,US,USA,840,2210,48
84028063,US,USA,840,655,28
84028065,US,USA,840,1070,33
84028067,US,USA,840,8370,163
84028069,US,USA,840,957,28
84028071,US,USA,840,6184,118
84028073,US,USA,840,6224,86
84028075,US,USA,840,7188,241
84028077,US,USA,840,1285,24
84028079,US,USA,840,2674,73
84028081,US,USA,840,9970,174
84028083,US,USA,840,3493,125
84028085,US,USA,840,3962,110
84028087,US,USA,840,6387,146
84028089,US,USA,840,10088,217
84028091,US,USA,840,2690,80
84028093,US,USA,840,4435,103
84028095,US,USA,840,4107,133
84028097,US,USA,840,1267,42
84028099,US,USA,840,4030,176
84028101,US,USA,840,2462,61
84028103,US,USA,840,1267,34
84028105,US,USA,840,4621,98
84080028,US,USA,840,0,0
84028107,US,USA,840,4582,106
84028109,US,USA,840,4506,146
84028111,US,USA,840,1263,38
84028113,US,USA,840,3316,105
84028115,US,USA,840,4201,72
84028117,US,USA,840,2797,60
84028119,US,USA,840,807,16
84028121,US,USA,840,13594,278
84028123,US,USA,840,3157,73
84028125,US,USA,840,502,17
84028127,US,USA,840,2949,88
84028129,US,USA,840,1623,34
84028131,US,USA,840,1824,33
84028133,US,USA,840,3359,90
84028135,US,USA,840,1785,41
84028137,US,USA,840,3333,84
84028139,US,USA,840,2881,68
84028141,US,USA,840,2266,67
84028143,US,USA,840,1052,26
84090028,US,USA,840,0,0
84028145,US,USA,840,4100,76
84028147,US,USA,840,1339,45
84028149,US,USA,840,4386,121
84028151,US,USA,840,5332,133
84028153,US,USA,840,2626,41
84028155,US,USA,840,1145,32
84028157,US,USA,840,672,30
84028159,US,USA,840,2270,81
84028161,US,USA,840,1642,38
84028163,US,USA,840,3114,69
84029001,US,USA,840,2378,19
84029003,US,USA,840,1861,20
84029005,US,USA,840,455,6
84029007,US,USA,840,2704,57
84029009,US,USA,840,2889,45
84029011,US,USA,840,1177,14
84029013,US,USA,840,1331,29
84029015,US,USA,840,1669,33
84029017,US,USA,840,1116,12
84029019,US,USA,840,17938,93
84029021,US,USA,840,9298,143
84029023,US,USA,840,4187,43
84029025,US,USA,840,775,13
84029027,US,USA,840,4967,49
84029029,US,USA,840,4092,87
84029031,US,USA,840,8841,134
84029033,US,USA,840,1034,23
84029035,US,USA,840,542,10
84029037,US,USA,840,9155,110
84029039,US,USA,840,1104,22
84029041,US,USA,840,675,8
84029043,US,USA,840,8442,91
84029045,US,USA,840,670,7
84029047,US,USA,840,10020,165
84029049,US,USA,840,1960,65
84029051,US,USA,840,9092,124
84029053,US,USA,840,1911,27
84029055,US,USA,840,2588,37
84029057,US,USA,840,581,17
84029059,US,USA,840,1264,28
84029061,US,USA,840,702,11
84029063,US,USA,840,1127,31
84029065,US,USA,840,961,17
84029067,US,USA,840,921,28
84029069,US,USA,840,2831,22
84029071,US,USA,840,10632,183
84029073,US,USA,840,1536,45
84029075,US,USA,840,822,20
84029077,US,USA,840,28209,466
84029079,US,USA,840,990,34
84029081,US,USA,840,876,14
84029083,US,USA,840,2013,39
84029085,US,USA,840,645,15
84029087,US,USA,840,445,14
84029089,US,USA,840,1049,7
84029091,US,USA,840,3488,43
84029093,US,USA,840,899,6
84029095,US,USA,840,38100,427
84029097,US,USA,840,15501,233
84029099,US,USA,840,23308,246
84029101,US,USA,840,4768,54
84070003,US,USA,840,43877,574
84029103,US,USA,840,375,2
84029105,US,USA,840,3296,68
84029107,US,USA,840,3053,57
84029109,US,USA,840,3404,82
84029111,US,USA,840,1021,13
84029113,US,USA,840,5902,41
84029115,US,USA,840,1191,13
84029117,US,USA,840,1663,42
84029121,US,USA,840,1545,15
84029123,US,USA,840,1648,16
84029125,US,USA,840,635,8
84029127,US,USA,840,3619,45
84029119,US,USA,840,2410,28
84029129,US,USA,840,299,2
84029131,US,USA,840,2539,54
84029133,US,USA,840,1445,28
84029135,US,USA,840,1786,31
84029137,US,USA,840,997,12
84029139,US,USA,840,1036,11
84029141,US,USA,840,1710,44
84029143,US,USA,840,2113,43
84029145,US,USA,840,5299,77
84029147,US,USA,840,2697,25
84029149,US,USA,840,796,3
84029151,US,USA,840,1629,16
84080029,US,USA,840,0,0
84029153,US,USA,840,648,18
84029155,US,USA,840,1588,30
84029157,US,USA,840,2230,30
84029159,US,USA,840,5131,78
84029161,US,USA,840,3853,130
84029163,US,USA,840,1794,24
84029165,US,USA,840,4161,47
84029167,US,USA,840,3247,34
84029169,US,USA,840,3481,52
84029171,US,USA,840,302,4
84029173,US,USA,840,1059,12
84029175,US,USA,840,2634,30
84029177,US,USA,840,1945,27
84029179,US,USA,840,379,3
84029181,US,USA,840,1066,16
84029195,US,USA,840,2828,38
84029197,US,USA,840,338,7
84029199,US,USA,840,305,3
84029201,US,USA,840,4700,84
84029203,US,USA,840,582,12
84029205,US,USA,840,595,7
84029183,US,USA,840,42689,455
84029185,US,USA,840,787,8
84029187,US,USA,840,8800,115
84029189,US,USA,840,98705,2204
84029510,US,USA,840,24483,496
84029186,US,USA,840,1817,16
84029207,US,USA,840,2483,37
84029209,US,USA,840,2427,46
84029211,US,USA,840,844,14
84029213,US,USA,840,5289,93
84029215,US,USA,840,1835,23
84090029,US,USA,840,0,0
84029217,US,USA,840,1945,44
84029219,US,USA,840,3145,22
84029221,US,USA,840,2740,49
84029223,US,USA,840,1036,12
84029225,US,USA,840,3593,54
84029227,US,USA,840,162,2
84029229,US,USA,840,1584,32
84030001,US,USA,840,908,10
84030003,US,USA,840,2567,75
84030005,US,USA,840,763,23
84030007,US,USA,840,491,5
84030009,US,USA,840,867,15
84030011,US,USA,840,146,5
84030013,US,USA,840,9041,169
84030015,US,USA,840,504,6
84030017,US,USA,840,1191,18
84030019,US,USA,840,197,8
84030021,US,USA,840,1102,30
84030023,US,USA,840,1115,15
84030025,US,USA,840,284,2
84030027,US,USA,840,1116,31
84030029,US,USA,840,11913,93
84030031,US,USA,840,14672,63
84030033,US,USA,840,80,2
84030035,US,USA,840,1535,42
84030037,US,USA,840,56,2
84030039,US,USA,840,192,2
84030041,US,USA,840,1982,44
84030043,US,USA,840,1081,8
84030045,US,USA,840,91,1
84030047,US,USA,840,2054,36
84030049,US,USA,840,6851,87
84030051,US,USA,840,117,1
84030053,US,USA,840,1622,17
84030057,US,USA,840,788,8
84030055,US,USA,840,184,1
84030059,US,USA,840,153,7
84030061,US,USA,840,253,0
84030063,US,USA,840,9067,93
84030065,US,USA,840,341,11
84080030,US,USA,840,0,0
84030067,US,USA,840,1362,20
84030069,US,USA,840,12,1
84030071,US,USA,840,524,16
84030073,US,USA,840,481,4
84030075,US,USA,840,124,6
84030077,US,USA,840,922,10
84030079,US,USA,840,141,2
84030081,US,USA,840,3070,44
84030083,US,USA,840,1233,17
84030085,US,USA,840,1631,54
84030087,US,USA,840,1219,49
84030089,US,USA,840,643,15
84030091,US,USA,840,423,5
84030093,US,USA,840,4090,86
84030095,US,USA,840,728,14
84030097,US,USA,840,399,7
84030099,US,USA,840,476,5
84030101,US,USA,840,720,11
84030103,US,USA,840,55,1
84090030,US,USA,840,0,0
84030105,US,USA,840,896,18
84030107,US,USA,840,179,8
84030109,US,USA,840,121,6
84030111,US,USA,840,17334,264
84031001,US,USA,840,2959,43
84031003,US,USA,840,532,6
84031005,US,USA,840,22,1
84031007,US,USA,840,36,0
84031009,US,USA,840,21,0
84031011,US,USA,840,584,4
84031013,US,USA,840,937,9
84031015,US,USA,840,176,3
84031017,US,USA,840,219,2
84031019,US,USA,840,5501,57
84031021,US,USA,840,668,12
84031023,US,USA,840,852,11
84031025,US,USA,840,2665,16
84031027,US,USA,840,776,11
84031029,US,USA,840,462,5
84031031,US,USA,840,300,7
84031033,US,USA,840,933,18
84031035,US,USA,840,703,11
84031037,US,USA,840,1595,21
84031039,US,USA,840,1048,11
84031041,US,USA,840,850,19
84031043,US,USA,840,3926,63
84031045,US,USA,840,743,18
84031047,US,USA,840,2883,31
84031049,US,USA,840,103,2
84031051,US,USA,840,610,9
84031053,US,USA,840,4947,60
84031055,US,USA,840,71345,673
84031057,US,USA,840,184,4
84031059,US,USA,840,505,9
84031061,US,USA,840,242,4
84031063,US,USA,840,192,1
84031065,US,USA,840,508,5
84031067,US,USA,840,2185,19
84031069,US,USA,840,113,1
84031071,US,USA,840,151,1
84031073,US,USA,840,182,5
84031075,US,USA,840,39,4
84031077,US,USA,840,214,1
84031079,US,USA,840,7817,117
84031081,US,USA,840,953,17
84031083,US,USA,840,219,0
84031085,US,USA,840,60,0
84031087,US,USA,840,254,5
84031089,US,USA,840,862,16
84031091,US,USA,840,54,2
